source,target,position_x,position_y,capacity,travel_speed,segment_length
126407,105998,-7.54355915,41.71275024,9000000.0,100.0,9.045
126407,250059,-7.54355915,41.71275024,9000000.0,100.0,27.695999999999998
126407,250071,-7.54355915,41.71275024,9000000.0,100.0,17.107
126407,105997,-7.54355915,41.71275024,9000000.0,100.0,110.48599999999999
250069,126557,-9.4052536,38.96472429999999,9000000.0,100.0,20.951
106034,250063,-8.205469622999999,41.23374961,9000000.0,100.0,8.994
106034,126455,-8.205469622999999,41.23374961,9000000.0,100.0,56.302
106034,106031,-8.205469622999999,41.23374961,9000000.0,100.0,36.902
250071,126407,-7.4137668,41.8137965,9000000.0,100.0,17.107
250068,190101,-8.753418443,40.14450678,9000000.0,100.0,52.461
250068,106058,-8.753418443,40.14450678,9000000.0,100.0,65.37100000000001
250068,190451,-8.753418443,40.14450678,9000000.0,100.0,31.817000000000004
250068,190106,-8.753418443,40.14450678,9000000.0,100.0,8.315000000000001
126551,190059,-9.268422001,38.7690074,9000000.0,100.0,11.932000000000002
126551,106158,-9.268422001,38.7690074,9000000.0,100.0,6.256
126551,106130,-9.268422001,38.7690074,9000000.0,100.0,13.437
250063,106034,-8.2650636,41.2927739,9000000.0,100.0,8.994
250063,106004,-8.2650636,41.2927739,9000000.0,100.0,31.592000000000002
250063,190530,-8.2650636,41.2927739,9000000.0,100.0,16.143
190530,250063,-8.2529931,41.4022976,9000000.0,100.0,16.143
190530,250059,-8.2529931,41.4022976,9000000.0,100.0,57.293
190530,106000,-8.2529931,41.4022976,9000000.0,100.0,9.089
126432,105988,-8.74465116,41.48664746,9000000.0,100.0,14.241
126432,106002,-8.74465116,41.48664746,9000000.0,100.0,23.914
126432,105990,-8.74465116,41.48664746,9000000.0,100.0,28.033
250059,126407,-7.657077099999999,41.5054177,9000000.0,100.0,27.695999999999998
250059,190530,-7.657077099999999,41.5054177,9000000.0,100.0,57.293
250059,126455,-7.657077099999999,41.5054177,9000000.0,100.0,24.261
190552,105991,-8.653172215,42.03253982,9000000.0,100.0,33.881
105991,190552,-8.562981577999999,41.7793029,9000000.0,100.0,33.881
105991,105990,-8.562981577999999,41.7793029,9000000.0,100.0,23.491
105991,106002,-8.562981577999999,41.7793029,9000000.0,100.0,32.405
105990,126432,-8.7956931,41.7158285,9000000.0,100.0,28.033
105990,105991,-8.7956931,41.7158285,9000000.0,100.0,23.491
105990,190121,-8.7956931,41.7158285,9000000.0,100.0,10.960999999999997
106022,105988,-8.695531801,41.23244397,9000000.0,100.0,17.115
106022,106004,-8.695531801,41.23244397,9000000.0,100.0,12.449
106022,106031,-8.695531801,41.23244397,9000000.0,100.0,13.911
190503,126503,-8.6417436,41.1512434,9000000.0,100.0,8.583
126509,126507,-8.555253599999999,41.0100282,9000000.0,100.0,2.379
106015,190479,-8.619633562,41.00847404,9000000.0,100.0,38.748000000000005
106015,126507,-8.619633562,41.00847404,9000000.0,100.0,3.18
106015,126503,-8.619633562,41.00847404,9000000.0,100.0,12.947
106058,250068,-8.600470799,40.64197332,9000000.0,100.0,65.37100000000001
106058,190479,-8.600470799,40.64197332,9000000.0,100.0,7.872
106058,106060,-8.600470799,40.64197332,9000000.0,100.0,13.738000000000001
190479,106015,-8.545535024,40.68928883,9000000.0,100.0,38.748000000000005
190479,106058,-8.545535024,40.68928883,9000000.0,100.0,7.872
190479,106037,-8.545535024,40.68928883,9000000.0,100.0,2.608
106037,190479,-8.520641682,40.68826352,9000000.0,100.0,2.608
106037,190451,-8.520641682,40.68826352,9000000.0,100.0,49.462999999999994
106037,126507,-8.520641682,40.68826352,9000000.0,100.0,37.489999999999995
106037,126453,-8.520641682,40.68826352,9000000.0,100.0,119.702
106060,106058,-8.74619535,40.63185853,9000000.0,100.0,13.738000000000001
106108,106105,-7.220070001,40.5668533,9000000.0,100.0,136.822
106108,126453,-7.220070001,40.5668533,9000000.0,100.0,19.165000000000003
106108,126451,-7.220070001,40.5668533,9000000.0,100.0,33.675
190451,250068,-8.481490344,40.27379244,9000000.0,100.0,31.817000000000004
190451,106037,-8.481490344,40.27379244,9000000.0,100.0,49.462999999999994
190451,106069,-8.481490344,40.27379244,9000000.0,100.0,8.226
190451,190450,-8.481490344,40.27379244,9000000.0,100.0,3.3340000000000005
106069,190451,-8.488615,40.2013267,9000000.0,100.0,8.226
106069,190450,-8.488615,40.2013267,9000000.0,100.0,11.744
106069,106085,-8.488615,40.2013267,9000000.0,100.0,95.432
190450,190451,-8.443759183,40.27245695,9000000.0,100.0,3.3340000000000005
190450,106069,-8.443759183,40.27245695,9000000.0,100.0,11.744
190450,126530,-8.443759183,40.27245695,9000000.0,100.0,40.064
106085,106069,-8.631042212999999,39.47687413,9000000.0,100.0,95.432
106085,106215,-8.631042212999999,39.47687413,9000000.0,100.0,27.035
106085,106105,-8.631042212999999,39.47687413,9000000.0,100.0,77.31899999999999
106105,106108,-7.800886900000001,39.5587847,9000000.0,100.0,136.822
106105,106085,-7.800886900000001,39.5587847,9000000.0,100.0,77.31899999999999
106105,190377,-7.800886900000001,39.5587847,9000000.0,100.0,105.64899999999999
190385,190383,-7.1115071,38.889813200000006,9000000.0,100.0,5.191
190385,190362,-7.1115071,38.889813200000006,9000000.0,100.0,85.415
190385,190375,-7.1115071,38.889813200000006,9000000.0,100.0,46.537
190383,190385,-7.0520849000000005,38.883716,9000000.0,100.0,5.191
190377,106105,-7.606610400000001,38.8437435,9000000.0,100.0,105.64899999999999
190375,190385,-7.605750299999999,38.8199104,9000000.0,100.0,46.537
190375,190378,-7.605750299999999,38.8199104,9000000.0,100.0,3.016
190375,190362,-7.605750299999999,38.8199104,9000000.0,100.0,29.84800000000001
190378,190375,-7.60919529,38.84497593,9000000.0,100.0,3.016
190362,190385,-7.8572942239999986,38.6466884,9000000.0,100.0,85.415
190362,190375,-7.8572942239999986,38.6466884,9000000.0,100.0,29.84800000000001
190362,190357,-7.8572942239999986,38.6466884,9000000.0,100.0,74.777
190362,106263,-7.8572942239999986,38.6466884,9000000.0,100.0,142.791
190357,190362,-8.647420918,38.60290005,9000000.0,100.0,74.777
190357,190007,-8.647420918,38.60290005,9000000.0,100.0,19.566
190357,180108,-8.647420918,38.60290005,9000000.0,100.0,40.646
190357,106263,-8.647420918,38.60290005,9000000.0,100.0,120.97600000000001
106263,190362,-8.158560115,37.66883156,9000000.0,100.0,142.791
106263,190357,-8.158560115,37.66883156,9000000.0,100.0,120.97600000000001
106263,190329,-8.158560115,37.66883156,9000000.0,100.0,5.591
106263,106278,-8.158560115,37.66883156,9000000.0,100.0,62.602
106278,106263,-8.209930832000001,37.1542123,9000000.0,100.0,62.602
106278,126354,-8.209930832000001,37.1542123,9000000.0,100.0,52.436
106278,101728,-8.209930832000001,37.1542123,9000000.0,100.0,77.443
190121,105990,-8.799416447,41.80049637,9000000.0,100.0,10.960999999999997
190106,250068,-8.847263075,40.15236464,9000000.0,100.0,8.315000000000001
126390,190101,-8.826488901,39.7296052,9000000.0,100.0,6.5680000000000005
190101,250068,-8.8885748,39.73371229999999,9000000.0,100.0,52.461
190101,126390,-8.8885748,39.73371229999999,9000000.0,100.0,6.5680000000000005
190101,190093,-8.8885748,39.73371229999999,9000000.0,100.0,49.65
190093,190101,-9.13595329,39.36638625,9000000.0,100.0,49.65
190093,106215,-9.13595329,39.36638625,9000000.0,100.0,40.187999999999995
190093,126557,-9.13595329,39.36638625,9000000.0,100.0,57.58500000000001
106215,106085,-8.7244719,39.2678197,9000000.0,100.0,27.035
106215,190093,-8.7244719,39.2678197,9000000.0,100.0,40.187999999999995
106215,190075,-8.7244719,39.2678197,9000000.0,100.0,36.953
190075,106215,-8.966110547000001,39.01690148,9000000.0,100.0,36.953
190075,180108,-8.966110547000001,39.01690148,9000000.0,100.0,21.884999999999998
190075,106170,-8.966110547000001,39.01690148,9000000.0,100.0,16.037
190075,106142,-8.966110547000001,39.01690148,9000000.0,100.0,17.945
126557,250069,-9.216368799,38.9236663,9000000.0,100.0,20.951
126557,190093,-9.216368799,38.9236663,9000000.0,100.0,57.58500000000001
126557,106130,-9.216368799,38.9236663,9000000.0,100.0,9.870000000000001
180108,190357,-8.779567274,38.90571403,9000000.0,100.0,40.646
180108,190075,-8.779567274,38.90571403,9000000.0,100.0,21.884999999999998
180108,126382,-8.779567274,38.90571403,9000000.0,100.0,36.042
106130,126551,-9.175199963,38.85085246,9000000.0,100.0,13.437
106130,126557,-9.175199963,38.85085246,9000000.0,100.0,9.870000000000001
106130,106142,-9.175199963,38.85085246,9000000.0,100.0,11.719999999999999
106130,106153,-9.175199963,38.85085246,9000000.0,100.0,8.215
190059,126551,-9.362593829,38.80358077,9000000.0,100.0,11.932000000000002
106169,106163,-9.362429501,38.78273699,9000000.0,100.0,8.391
106147,106163,-9.441854223,38.72183056,9000000.0,100.0,2.3
106158,126551,-9.268078813,38.71565433,9000000.0,100.0,6.256
106158,106163,-9.268078813,38.71565433,9000000.0,100.0,13.975999999999999
106158,106160,-9.268078813,38.71565433,9000000.0,100.0,8.727
190007,190357,-8.863172488,38.58126924,9000000.0,100.0,19.566
190007,190353,-8.863172488,38.58126924,9000000.0,100.0,22.592
190007,106166,-8.863172488,38.58126924,9000000.0,100.0,36.817
190007,106160,-8.863172488,38.58126924,9000000.0,100.0,37.766999999999996
106163,106169,-9.416820708,38.72625715,9000000.0,100.0,8.391
106163,106147,-9.416820708,38.72625715,9000000.0,100.0,2.3
106163,106158,-9.416820708,38.72625715,9000000.0,100.0,13.975999999999999
126530,190450,-8.117546099,40.3818419,9000000.0,100.0,40.064
106018,126503,-8.578694644,41.07601268,9000000.0,100.0,2.231
106018,126502,-8.578694644,41.07601268,9000000.0,100.0,1.786
106018,126507,-8.578694644,41.07601268,9000000.0,100.0,7.758
126507,126509,-8.58279225,41.01141274,9000000.0,100.0,2.379
126507,106015,-8.58279225,41.01141274,9000000.0,100.0,3.18
126507,106037,-8.58279225,41.01141274,9000000.0,100.0,37.489999999999995
126507,106018,-8.58279225,41.01141274,9000000.0,100.0,7.758
126503,190503,-8.589284896,41.09410067,9000000.0,100.0,8.583
126503,106015,-8.589284896,41.09410067,9000000.0,100.0,12.947
126503,106018,-8.589284896,41.09410067,9000000.0,100.0,2.231
126503,126502,-8.589284896,41.09410067,9000000.0,100.0,1.294
126502,106018,-8.574622381000001,41.09130617,9000000.0,100.0,1.786
126502,126503,-8.574622381000001,41.09130617,9000000.0,100.0,1.294
126502,106031,-8.574622381000001,41.09130617,9000000.0,100.0,13.41
106004,250063,-8.564217644,41.240941,9000000.0,100.0,31.592000000000002
106004,106022,-8.564217644,41.240941,9000000.0,100.0,12.449
106004,106031,-8.564217644,41.240941,9000000.0,100.0,5.251
106004,105995,-8.564217644,41.240941,9000000.0,100.0,18.2
106031,106034,-8.587821486000001,41.19811203,9000000.0,100.0,36.902
106031,106022,-8.587821486000001,41.19811203,9000000.0,100.0,13.911
106031,126502,-8.587821486000001,41.19811203,9000000.0,100.0,13.41
106031,106004,-8.587821486000001,41.19811203,9000000.0,100.0,5.251
106000,190530,-8.338632795,41.42961396,9000000.0,100.0,9.089
106000,105995,-8.338632795,41.42961396,9000000.0,100.0,16.009
106000,126423,-8.338632795,41.42961396,9000000.0,100.0,14.403
106039,126455,-6.993310311,41.56701825,9000000.0,100.0,73.977
106039,126453,-6.993310311,41.56701825,9000000.0,100.0,127.88499999999999
106039,106057,-6.993310311,41.56701825,9000000.0,100.0,58.872
126455,106034,-7.697901626,41.32440249,9000000.0,100.0,56.302
126455,250059,-7.697901626,41.32440249,9000000.0,100.0,24.261
126455,106039,-7.697901626,41.32440249,9000000.0,100.0,73.977
126455,126522,-7.697901626,41.32440249,9000000.0,100.0,82.25399999999999
126453,106037,-7.3512219010000015,40.63611182,9000000.0,100.0,119.702
126453,106108,-7.3512219010000015,40.63611182,9000000.0,100.0,19.165000000000003
126453,106039,-7.3512219010000015,40.63611182,9000000.0,100.0,127.88499999999999
126423,106000,-8.445953199,41.5062363,9000000.0,100.0,14.403
126423,105993,-8.445953199,41.5062363,9000000.0,100.0,2.28
126423,106002,-8.445953199,41.5062363,9000000.0,100.0,6.41
105997,126407,-8.370100099,41.581435600000006,9000000.0,100.0,110.48599999999999
105998,126407,-7.468560452,41.73195525,9000000.0,100.0,9.045
126382,180108,-8.630691,39.1807615,9000000.0,100.0,36.042
101728,106278,-7.448197737,37.23098418,9000000.0,100.0,77.443
190329,106263,-8.219474105,37.66655133,9000000.0,100.0,5.591
190353,190007,-8.6876844,38.5823993,9000000.0,100.0,22.592
106170,190075,-9.048765184,38.89360369,9000000.0,100.0,16.037
106170,106142,-9.048765184,38.89360369,9000000.0,100.0,2.984
106170,106166,-9.048765184,38.89360369,9000000.0,100.0,13.057
106166,190007,-9.114319655,38.79080587,9000000.0,100.0,36.817
106166,106170,-9.114319655,38.79080587,9000000.0,100.0,13.057
106166,106160,-9.114319655,38.79080587,9000000.0,100.0,11.691
106160,106158,-9.1757491,38.7232054,9000000.0,100.0,8.727
106160,190007,-9.1757491,38.7232054,9000000.0,100.0,37.766999999999996
106160,106166,-9.1757491,38.7232054,9000000.0,100.0,11.691
106142,190075,-9.073076082,38.90885537,9000000.0,100.0,17.945
106142,106130,-9.073076082,38.90885537,9000000.0,100.0,11.719999999999999
106142,106170,-9.073076082,38.90885537,9000000.0,100.0,2.984
126451,106108,-6.842949127000001,40.61912289,9000000.0,100.0,33.675
126522,126455,-7.944745283,40.70788918,9000000.0,100.0,82.25399999999999
106057,106039,-6.600450500000001,41.7361376,9000000.0,100.0,58.872
106002,126432,-8.484772748,41.53109603,9000000.0,100.0,23.914
106002,105991,-8.484772748,41.53109603,9000000.0,100.0,32.405
