source,target,position_x,position_y,capacity,travel_speed,segment_length
104442,104440,23.653944,35.497199,9000000.0,100.0,40.013999999999996
103101,200492,26.2250945,40.9509868,9000000.0,100.0,8.196
103101,103097,26.2250945,40.9509868,9000000.0,100.0,101.25800000000001
103101,103127,26.2250945,40.9509868,9000000.0,100.0,194.418
103224,168087,22.386095,39.632602,9000000.0,100.0,21.313
103224,103225,22.386095,39.632602,9000000.0,100.0,6.2219999999999995
103224,261917,22.386095,39.632602,9000000.0,100.0,119.66299999999998
103224,103133,22.386095,39.632602,9000000.0,100.0,118.4
103225,103224,22.439284,39.601806,9000000.0,100.0,6.2219999999999995
103225,168087,22.439284,39.601806,9000000.0,100.0,4.691
103225,168092,22.439284,39.601806,9000000.0,100.0,16.965
103225,103227,22.439284,39.601806,9000000.0,100.0,69.65500000000002
103225,103234,22.439284,39.601806,9000000.0,100.0,102.93299999999999
261917,103224,21.3171829,39.79199835,9000000.0,100.0,119.66299999999998
261917,261913,21.3171829,39.79199835,9000000.0,100.0,1.5730000000000002
261917,250680,21.3171829,39.79199835,9000000.0,100.0,66.694
261913,261917,21.30460395,39.79499434,9000000.0,100.0,1.5730000000000002
261913,250679,21.30460395,39.79499434,9000000.0,100.0,53.897
261913,103212,21.30460395,39.79499434,9000000.0,100.0,82.78299999999999
252114,103258,21.5242499,38.83087620000001,9000000.0,100.0,39.834999999999994
250705,250672,23.69195272,40.70446942,9000000.0,100.0,18.414
250705,250704,23.69195272,40.70446942,9000000.0,100.0,1.086
250705,250703,23.69195272,40.70446942,9000000.0,100.0,8.993
250672,250705,23.8523969,40.7997898,9000000.0,100.0,18.414
250704,250705,23.68167900000001,40.7103617,9000000.0,100.0,1.086
250704,250670,23.68167900000001,40.7103617,9000000.0,100.0,9.305
250704,103127,23.68167900000001,40.7103617,9000000.0,100.0,61.734
250670,250704,23.5897925,40.6768619,9000000.0,100.0,9.305
250670,250703,23.5897925,40.6768619,9000000.0,100.0,3.827
250670,103155,23.5897925,40.6768619,9000000.0,100.0,51.5
250703,250705,23.61650764,40.65667359,9000000.0,100.0,8.993
250703,250670,23.61650764,40.65667359,9000000.0,100.0,3.827
250703,103154,23.61650764,40.65667359,9000000.0,100.0,58.475
103179,103212,21.719551,40.65097,9000000.0,100.0,38.634
103179,103216,21.719551,40.65097,9000000.0,100.0,36.827000000000005
103179,103153,21.719551,40.65097,9000000.0,100.0,102.711
103212,261913,21.805072,40.3487428,9000000.0,100.0,82.78299999999999
103212,103179,21.805072,40.3487428,9000000.0,100.0,38.634
103212,250677,21.805072,40.3487428,9000000.0,100.0,22.212
103212,103208,21.805072,40.3487428,9000000.0,100.0,5.884
103212,103133,21.805072,40.3487428,9000000.0,100.0,2.287
103240,125086,21.169238,38.867384,9000000.0,100.0,20.081
103240,103242,21.169238,38.867384,9000000.0,100.0,141.888
103240,250679,21.169238,38.867384,9000000.0,100.0,103.234
104388,104374,22.566303,36.761694,9000000.0,100.0,97.847
103316,104415,23.749407,38.061459,9000000.0,100.0,9.218
103316,103319,23.749407,38.061459,9000000.0,100.0,22.692
103316,125081,23.749407,38.061459,9000000.0,100.0,8.611999999999998
103316,103306,23.749407,38.061459,9000000.0,100.0,74.73
250680,261917,20.83786149,39.6801426,9000000.0,100.0,66.694
250680,250679,20.83786149,39.6801426,9000000.0,100.0,10.16
250680,103238,20.83786149,39.6801426,9000000.0,100.0,4.878
250679,261913,20.861476100000004,39.5954675,9000000.0,100.0,53.897
250679,103240,20.861476100000004,39.5954675,9000000.0,100.0,103.234
250679,250680,20.861476100000004,39.5954675,9000000.0,100.0,10.16
250679,103242,20.861476100000004,39.5954675,9000000.0,100.0,68.44800000000001
250677,103212,22.0491023,40.3695446,9000000.0,100.0,22.212
250677,103133,22.0491023,40.3695446,9000000.0,100.0,20.702
250677,103136,22.0491023,40.3695446,9000000.0,100.0,61.162000000000006
103133,103224,21.8241463,40.34197320000001,9000000.0,100.0,118.4
