source,target,position_x,position_y,capacity,travel_speed,segment_length
262216,117905,26.278015000000003,55.738251,9000000.0,100.0,110.14000000000001
117904,121590,24.36290641,55.66457946,9000000.0,100.0,11.065999999999999
117904,117905,24.36290641,55.66457946,9000000.0,100.0,53.566
117904,201029,24.36290641,55.66457946,9000000.0,100.0,79.69
251136,121582,23.24838876,55.95693384,9000000.0,100.0,67.397
251136,251130,23.24838876,55.95693384,9000000.0,100.0,53.526
251136,121590,23.24838876,55.95693384,9000000.0,100.0,78.75200000000001
251136,124547,23.24838876,55.95693384,9000000.0,100.0,163.818
251130,251136,23.660797,56.3422947,9000000.0,100.0,53.526
117905,262216,24.81087441,55.27059807,9000000.0,100.0,110.14000000000001
117905,117904,24.81087441,55.27059807,9000000.0,100.0,53.566
117905,250954,24.81087441,55.27059807,9000000.0,100.0,76.263
117905,121585,24.81087441,55.27059807,9000000.0,100.0,66.111
251020,117933,25.6658859,54.5568318,9000000.0,100.0,26.003
117933,251020,25.3029038,54.6542128,9000000.0,100.0,26.003
117933,117934,25.3029038,54.6542128,9000000.0,100.0,10.558
117933,262225,25.3029038,54.6542128,9000000.0,100.0,44.23100000000001
117933,250954,25.3029038,54.6542128,9000000.0,100.0,4.7379999999999995
251008,124547,21.144392,55.659469,9000000.0,100.0,12.375999999999998
124547,251136,21.20525786,55.70012201,9000000.0,100.0,163.818
124547,251008,21.20525786,55.70012201,9000000.0,100.0,12.375999999999998
124547,121582,21.20525786,55.70012201,9000000.0,100.0,100.43700000000001
121582,251136,22.68186894,55.46592027,9000000.0,100.0,67.397
121582,124547,22.68186894,55.46592027,9000000.0,100.0,100.43700000000001
121582,117270,22.68186894,55.46592027,9000000.0,100.0,61.128
121582,201029,22.68186894,55.46592027,9000000.0,100.0,89.108
201029,117904,23.82003117,55.04845933,9000000.0,100.0,79.69
201029,121582,23.82003117,55.04845933,9000000.0,100.0,89.108
201029,117898,23.82003117,55.04845933,9000000.0,100.0,12.456
250954,117905,25.23814449,54.66854918,9000000.0,100.0,76.263
250954,117933,25.23814449,54.66854918,9000000.0,100.0,4.7379999999999995
250954,117934,25.23814449,54.66854918,9000000.0,100.0,5.2810000000000015
117934,117933,25.18228836,54.64129407,9000000.0,100.0,10.558
117934,250954,25.18228836,54.64129407,9000000.0,100.0,5.2810000000000015
117934,121585,25.18228836,54.64129407,9000000.0,100.0,85.456
117934,250944,25.18228836,54.64129407,9000000.0,100.0,131.417
250944,117934,23.29746578,54.57314931,9000000.0,100.0,131.417
250944,201028,23.29746578,54.57314931,9000000.0,100.0,32.856
250944,117172,23.29746578,54.57314931,9000000.0,100.0,37.553
250944,117898,23.29746578,54.57314931,9000000.0,100.0,63.456
117898,201029,23.87885234,54.94202194,9000000.0,100.0,12.456
117898,250944,23.87885234,54.94202194,9000000.0,100.0,63.456
117898,121585,23.87885234,54.94202194,9000000.0,100.0,6.834
201028,250944,23.12312266,54.31031064,9000000.0,100.0,32.856
121590,117904,24.27577139,55.73357357,9000000.0,100.0,11.065999999999999
121590,251136,24.27577139,55.73357357,9000000.0,100.0,78.75200000000001
121590,262221,24.27577139,55.73357357,9000000.0,100.0,61.648
121585,117905,23.98270367,54.93297244,9000000.0,100.0,66.111
121585,117934,23.98270367,54.93297244,9000000.0,100.0,85.456
121585,117898,23.98270367,54.93297244,9000000.0,100.0,6.834
262225,117933,25.3745865,54.27736460000001,9000000.0,100.0,44.23100000000001
117270,121582,21.9476329,55.120504,9000000.0,100.0,61.128
117172,250944,22.748777,54.640549,9000000.0,100.0,37.553
262221,121590,24.423516600000006,56.2284829,9000000.0,100.0,61.648
