source,target,position_x,position_y,capacity,travel_time
106886,106882,4.419745,50.38431,12831666.87,0.125
106886,111598,4.419745,50.38431,12831666.87,0.125
106886,111551,4.419745,50.38431,12831666.87,0.125
106886,111551,4.315964,50.479448,12831666.87,0.125
111598,106888,4.439223999999999,50.403039,12831666.87,0.125
111598,111588,4.439223999999999,50.403039,12831666.87,0.125
111555,111542,4.418399,50.474254,12831666.87,0.125
111555,111542,4.299701,50.566112,12831666.87,0.125
111555,111551,4.418399,50.474254,12831666.87,0.125
111555,111593,4.418399,50.474254,12831666.87,0.125
111555,111588,4.418399,50.474254,12831666.87,0.125
111036,111241,4.3519760000000005,51.213856,12831666.87,0.125
111036,111241,4.218879,51.172588250000004,12831666.87,0.125
111036,111241,4.085782,51.1313205,12831666.87,0.125
111036,111241,3.9526850000000002,51.09005275,12831666.87,0.125
111036,111241,3.819588,51.048785,12831666.87,0.125
111036,111052,4.3519760000000005,51.213856,12831666.87,0.125
111036,111084,4.3519760000000005,51.213856,12831666.87,0.125
106977,106997,5.807479842,49.55111181,12831666.87,0.125
106977,106997,5.7325558815,49.6292471075,12831666.87,0.125
106977,106997,5.657631921,49.707382405000004,12831666.87,0.125
106977,106997,5.5827079605000005,49.7855177025,12831666.87,0.125
106977,106997,5.507784,49.863653,12831666.87,0.125
195938,111077,4.721392519,51.45327891,12831666.87,0.125
195938,111077,4.626055679333334,51.39012294,12831666.87,0.125
195938,111077,4.530718839666666,51.32696697,12831666.87,0.125
195938,111077,4.435382,51.263811,12831666.87,0.125
111164,111186,5.223475,50.999405,12831666.87,0.125
111164,111186,5.38025,50.98417,12831666.87,0.125
111164,111186,5.537025,50.968935,12831666.87,0.125
111164,111186,5.6938,50.9537,12831666.87,0.125
111164,111366,5.223475,50.999405,12831666.87,0.125
111164,111366,5.07775575,50.963831,12831666.87,0.125
111164,111366,4.932036500000001,50.928257,12831666.87,0.125
111164,111366,4.7863172500000015,50.892683000000005,12831666.87,0.125
111164,111366,4.6405980000000016,50.857109,12831666.87,0.125
111164,111208,5.223475,50.999405,12831666.87,0.125
111164,111208,5.31324875,50.926708250000004,12831666.87,0.125
111164,111208,5.4030225,50.8540115,12831666.87,0.125
111164,111208,5.49279625,50.78131475,12831666.87,0.125
111164,111208,5.58257,50.708618,12831666.87,0.125
111164,111069,5.223475,50.999405,12831666.87,0.125
111164,111069,5.0962352,51.0392882,12831666.87,0.125
111164,111069,4.9689954,51.0791714,12831666.87,0.125
111164,111069,4.8417556,51.119054600000005,12831666.87,0.125
111164,111069,4.7145158,51.158937800000004,12831666.87,0.125
111164,111069,4.587276,51.198821,12831666.87,0.125
111208,111687,5.58257,50.708618,12831666.87,0.125
111208,111695,5.58257,50.708618,12831666.87,0.125
106843,111351,4.268294,50.72365300000001,12831666.87,0.125
106843,111322,4.268294,50.72365300000001,12831666.87,0.125
106843,111322,4.1264255,50.70862450000001,12831666.87,0.125
106843,111322,3.984557,50.69359600000001,12831666.87,0.125
106843,111322,3.8426885000000004,50.67856750000001,12831666.87,0.125
106843,111322,3.70082,50.66353900000001,12831666.87,0.125
106843,111322,3.5589515,50.6485105,12831666.87,0.125
106843,111322,3.4170830000000003,50.633482,12831666.87,0.125
106843,110970,4.268294,50.72365300000001,12831666.87,0.125
106843,110970,4.274476,50.876161,12831666.87,0.125
106940,111217,5.493419,50.665579,12831666.87,0.125
106940,111217,5.6608,50.6807,12831666.87,0.125
106940,106997,5.493419,50.665579,12831666.87,0.125
106940,106997,5.494724909090909,50.592676636363635,12831666.87,0.125
106940,106997,5.4960308181818185,50.519774272727275,12831666.87,0.125
106940,106997,5.497336727272727,50.44687190909091,12831666.87,0.125
106940,106997,5.498642636363637,50.37396954545454,12831666.87,0.125
106940,106997,5.499948545454545,50.30106718181818,12831666.87,0.125
106940,106997,5.501254454545455,50.22816481818182,12831666.87,0.125
106940,106997,5.502560363636364,50.15526245454546,12831666.87,0.125
106940,106997,5.503866272727273,50.08236009090909,12831666.87,0.125
106940,106997,5.505172181818182,50.009457727272725,12831666.87,0.125
106940,106997,5.506478090909091,49.936555363636366,12831666.87,0.125
106940,106997,5.507784,49.863653,12831666.87,0.125
106940,111695,5.493419,50.665579,12831666.87,0.125
106940,111366,5.493419,50.665579,12831666.87,0.125
106940,111366,5.3512821666666675,50.69750066666667,12831666.87,0.125
106940,111366,5.209145333333334,50.72942233333333,12831666.87,0.125
106940,111366,5.067008500000001,50.761344,12831666.87,0.125
106940,111366,4.924871666666668,50.79326566666667,12831666.87,0.125
106940,111366,4.782734833333334,50.82518733333333,12831666.87,0.125
106940,111366,4.6405980000000016,50.857109,12831666.87,0.125
106940,111529,5.493419,50.665579,12831666.87,0.125
106940,111529,5.3403755,50.6293415,12831666.87,0.125
106940,111529,5.187332,50.593104,12831666.87,0.125
106940,111529,5.0342885,50.5568665,12831666.87,0.125
106940,111529,4.881245,50.520629,12831666.87,0.125
111351,111349,4.310339,50.659774,12831666.87,0.125
111351,111349,4.34167125,50.72036425,12831666.87,0.125
111351,111349,4.373003499999999,50.7809545,12831666.87,0.125
111351,111349,4.4043357499999995,50.84154475,12831666.87,0.125
111351,111349,4.435668,50.902135,12831666.87,0.125
111351,111338,4.310339,50.659774,12831666.87,0.125
111351,111338,4.419277,50.72927,12831666.87,0.125
111351,111542,4.310339,50.659774,12831666.87,0.125
111351,111542,4.299701,50.566112,12831666.87,0.125
111442,111465,3.211102,51.15600000000001,12831666.87,0.125
111442,111465,3.2031646666666664,51.04723233333334,12831666.87,0.125
111442,111465,3.1952273333333334,50.938464666666675,12831666.87,0.125
111442,111465,3.18729,50.829697,12831666.87,0.125
111442,111428,3.211102,51.15600000000001,12831666.87,0.125
111442,111428,3.0746,51.1933,12831666.87,0.125
111442,111283,3.211102,51.15600000000001,12831666.87,0.125
111442,111283,3.3827243333333334,51.107333666666676,12831666.87,0.125
111442,111283,3.5543466666666665,51.05866733333334,12831666.87,0.125
111442,111283,3.725969,51.010001,12831666.87,0.125
111442,111052,3.211102,51.15600000000001,12831666.87,0.125
111442,111052,3.3148209,51.16464480000001,12831666.87,0.125
111442,111052,3.4185398,51.17328960000001,12831666.87,0.125
111442,111052,3.5222587,51.18193440000001,12831666.87,0.125
111442,111052,3.6259776,51.19057920000001,12831666.87,0.125
111442,111052,3.7296965,51.19922400000001,12831666.87,0.125
111442,111052,3.8334154,51.20786880000001,12831666.87,0.125
111442,111052,3.9371343,51.216513600000006,12831666.87,0.125
111442,111052,4.0408532,51.225158400000005,12831666.87,0.125
111442,111052,4.1445721,51.233803200000004,12831666.87,0.125
111442,111052,4.248291,51.242448,12831666.87,0.125
181105,110984,4.370953458,51.10882002,12831666.87,0.125
181105,110984,4.356963729,51.011173510000006,12831666.87,0.125
181105,110984,4.342974,50.913527,12831666.87,0.125
111471,111496,3.229518,50.788746,12831666.87,0.125
111471,111465,3.229518,50.788746,12831666.87,0.125
111471,111322,3.229518,50.788746,12831666.87,0.125
111471,111322,3.3233005,50.711114,12831666.87,0.125
111471,111322,3.4170830000000003,50.633482,12831666.87,0.125
181085,111465,2.917567,50.8749,12831666.87,0.125
181085,111465,3.0524285,50.8522985,12831666.87,0.125
181085,111465,3.18729,50.829697,12831666.87,0.125
181083,111428,2.604227237,51.06825073,12831666.87,0.125
181083,111428,2.761018158,51.10993382,12831666.87,0.125
181083,111428,2.917809079,51.15161691,12831666.87,0.125
181083,111428,3.0746,51.1933,12831666.87,0.125
111241,111283,3.819588,51.048785,12831666.87,0.125
111241,111243,3.819588,51.048785,12831666.87,0.125
195727,106882,4.533621287,49.96287777,12831666.87,0.125
195727,106882,4.5196638296,50.047114816,12831666.87,0.125
195727,106882,4.5057063722,50.131351861999995,12831666.87,0.125
195727,106882,4.4917489148,50.215588908,12831666.87,0.125
195727,106882,4.4777914573999995,50.299825954,12831666.87,0.125
195727,106882,4.463833999999999,50.384063,12831666.87,0.125
111529,106987,4.881245,50.520629,12831666.87,0.125
111529,106987,4.93677175,50.443275625,12831666.87,0.125
111529,106987,4.9922985,50.36592225,12831666.87,0.125
111529,106987,5.04782525,50.288568875,12831666.87,0.125
111529,106987,5.103352,50.2112155,12831666.87,0.125
111529,106987,5.15887875,50.133862125,12831666.87,0.125
111529,106987,5.2144055,50.056508750000006,12831666.87,0.125
111529,106987,5.26993225,49.979155375000005,12831666.87,0.125
111529,106987,5.325459,49.901802,12831666.87,0.125
111529,111593,4.881245,50.520629,12831666.87,0.125
111529,111593,4.690886,50.4959445,12831666.87,0.125
111529,111593,4.500527,50.47126,12831666.87,0.125
111529,111359,4.881245,50.520629,12831666.87,0.125
111529,111359,4.7986936,50.5902174,12831666.87,0.125
111529,111359,4.7161422,50.6598058,12831666.87,0.125
111529,111359,4.6335907999999995,50.7293942,12831666.87,0.125
111529,111359,4.5510394,50.7989826,12831666.87,0.125
111529,111359,4.468488,50.868571,12831666.87,0.125
106997,106987,5.507784,49.863653,12831666.87,0.125
106997,106987,5.325459,49.901802,12831666.87,0.125
111695,111687,5.570055,50.675529,12831666.87,0.125
111687,111217,5.615578,50.68817,12831666.87,0.125
111217,111699,5.6608,50.6807,12831666.87,0.125
111217,111699,5.735244714285714,50.61719757142857,12831666.87,0.125
111217,111699,5.809689428571429,50.553695142857144,12831666.87,0.125
111217,111699,5.8841341428571425,50.49019271428571,12831666.87,0.125
111217,111699,5.958578857142857,50.42669028571429,12831666.87,0.125
111217,111699,6.033023571428571,50.363187857142854,12831666.87,0.125
111217,111699,6.107468285714285,50.29968542857143,12831666.87,0.125
111217,111699,6.181913,50.236183,12831666.87,0.125
111657,106987,5.552112999999999,50.584387,12831666.87,0.125
111657,106987,5.526929222222222,50.50854422222222,12831666.87,0.125
111657,106987,5.5017454444444445,50.43270144444445,12831666.87,0.125
111657,106987,5.476561666666666,50.35685866666667,12831666.87,0.125
111657,106987,5.451377888888889,50.28101588888889,12831666.87,0.125
111657,106987,5.426194111111111,50.205173111111115,12831666.87,0.125
111657,106987,5.401010333333334,50.129330333333336,12831666.87,0.125
111657,106987,5.375826555555555,50.053487555555556,12831666.87,0.125
111657,106987,5.350642777777778,49.97764477777778,12831666.87,0.125
111657,106987,5.325459,49.901802,12831666.87,0.125
111322,106892,3.4170830000000003,50.633482,12831666.87,0.125
111322,106892,3.541883666666667,50.6118705,12831666.87,0.125
111322,106892,3.666684333333334,50.590259,12831666.87,0.125
111322,106892,3.7914850000000007,50.5686475,12831666.87,0.125
111322,106892,3.916285666666668,50.547036,12831666.87,0.125
111322,106892,4.041086333333334,50.5254245,12831666.87,0.125
111322,106892,4.1658870000000014,50.503813,12831666.87,0.125
111593,106882,4.500527,50.47126,12831666.87,0.125
111593,106882,4.463833999999999,50.384063,12831666.87,0.125
106888,111588,4.448136,50.405321,12831666.87,0.125
106888,106882,4.448136,50.405321,12831666.87,0.125
111551,106893,4.315964,50.479448,12831666.87,0.125
106893,111573,4.210941,50.498905,12831666.87,0.125
106893,106892,4.210941,50.498905,12831666.87,0.125
111573,106892,4.194432,50.520801,12831666.87,0.125
111573,111542,4.194432,50.520801,12831666.87,0.125
111509,111428,2.9295,51.2146,12831666.87,0.125
111509,111428,3.0746,51.1933,12831666.87,0.125
111496,111283,3.270644,50.808008,12831666.87,0.125
111496,111283,3.38447525,50.858506250000005,12831666.87,0.125
111496,111283,3.4983065,50.9090045,12831666.87,0.125
111496,111283,3.61213775,50.95950275,12831666.87,0.125
111496,111283,3.725969,51.010001,12831666.87,0.125
111496,111465,3.270644,50.808008,12831666.87,0.125
111366,111359,4.6405980000000016,50.857109,12831666.87,0.125
111366,111359,4.468488,50.868571,12831666.87,0.125
111359,111349,4.468488,50.868571,12831666.87,0.125
111349,111084,4.435668,50.902135,12831666.87,0.125
111349,111084,4.428517,50.998089666666665,12831666.87,0.125
111349,111084,4.421366,51.094044333333336,12831666.87,0.125
111349,111084,4.414215,51.189999,12831666.87,0.125
111349,110984,4.435668,50.902135,12831666.87,0.125
111283,111243,3.725969,51.010001,12831666.87,0.125
111243,110970,3.770545,50.999254,12831666.87,0.125
111243,110970,3.938522,50.958223000000004,12831666.87,0.125
111243,110970,4.1064989999999995,50.917192,12831666.87,0.125
111243,110970,4.274476,50.876161,12831666.87,0.125
195913,111069,5.094132,51.29528300000001,12831666.87,0.125
195913,111069,4.92518,51.263129000000006,12831666.87,0.125
195913,111069,4.756228,51.23097500000001,12831666.87,0.125
195913,111069,4.587276,51.198821,12831666.87,0.125
111084,111077,4.414215,51.189999,12831666.87,0.125
111084,111077,4.435382,51.263811,12831666.87,0.125
111084,111057,4.414215,51.189999,12831666.87,0.125
111077,111057,4.435382,51.263811,12831666.87,0.125
111077,111052,4.435382,51.263811,12831666.87,0.125
111077,111052,4.341836499999999,51.2531295,12831666.87,0.125
111077,111052,4.248291,51.242448,12831666.87,0.125
111069,111057,4.587276,51.198821,12831666.87,0.125
111069,111057,4.450478,51.216107,12831666.87,0.125
110970,110984,4.274476,50.876161,12831666.87,0.125
106987,100268,5.325459,49.901802,12831666.87,0.125
106987,100268,5.201439000000001,49.836604,12831666.87,0.125
106987,100268,5.077419,49.771406,12831666.87,0.125
