source,target,position_x,position_y,capacity,travel_speed,segment_length
180122,101800,-2.039725515,38.45044901,9000000.0,100.0,115.272
101800,180122,-1.245703501,37.9804486,9000000.0,100.0,115.272
101800,101655,-1.245703501,37.9804486,9000000.0,100.0,76.299
101800,101799,-1.245703501,37.9804486,9000000.0,100.0,8.259
101195,101290,-4.992017161000001,41.47954945,9000000.0,100.0,3.174
101195,101291,-4.992017161000001,41.47954945,9000000.0,100.0,2.128
101195,101204,-4.992017161000001,41.47954945,9000000.0,100.0,98.584
101293,250078,-5.701368102999999,41.52482102,9000000.0,100.0,9.979
101293,101298,-5.701368102999999,41.52482102,9000000.0,100.0,85.84700000000002
101293,101292,-5.701368102999999,41.52482102,9000000.0,100.0,60.023
101293,101264,-5.701368102999999,41.52482102,9000000.0,100.0,61.347
190554,101236,-5.6818911010000015,42.059535,9000000.0,100.0,5.693
190554,101246,-5.6818911010000015,42.059535,9000000.0,100.0,51.78
190554,100766,-5.6818911010000015,42.059535,9000000.0,100.0,330.453
100809,123597,-8.252268521,42.22055702,9000000.0,100.0,37.43
100748,100758,-8.1597044,43.2413717,9000000.0,100.0,9.677
100748,100759,-8.1597044,43.2413717,9000000.0,100.0,13.194
100748,100799,-8.1597044,43.2413717,9000000.0,100.0,37.92
250111,101138,-3.719900809,40.27456404,9000000.0,100.0,2.516
250111,101147,-3.719900809,40.27456404,9000000.0,100.0,2.311
250111,101100,-3.719900809,40.27456404,9000000.0,100.0,2.531
101138,250111,-3.690874601,40.2762227,9000000.0,100.0,2.516
101138,250109,-3.690874601,40.2762227,9000000.0,100.0,8.796
101138,101135,-3.690874601,40.2762227,9000000.0,100.0,6.526
101138,101101,-3.690874601,40.2762227,9000000.0,100.0,3.032
250110,101107,-3.63644239,40.35222937,9000000.0,100.0,2.776
250110,250109,-3.63644239,40.35222937,9000000.0,100.0,2.197
250110,250106,-3.63644239,40.35222937,9000000.0,100.0,4.334
250110,101128,-3.63644239,40.35222937,9000000.0,100.0,5.686
101107,250110,-3.652611999,40.3722466,9000000.0,100.0,2.776
101107,101108,-3.652611999,40.3722466,9000000.0,100.0,2.635
101107,101142,-3.652611999,40.3722466,9000000.0,100.0,3.063
250109,101138,-3.627703499,40.33452120000001,9000000.0,100.0,8.796
250109,250110,-3.627703499,40.33452120000001,9000000.0,100.0,2.197
250109,101132,-3.627703499,40.33452120000001,9000000.0,100.0,6.226
250106,250110,-3.598479517,40.37510501,9000000.0,100.0,4.334
250106,250107,-3.598479517,40.37510501,9000000.0,100.0,3.793
250106,101142,-3.598479517,40.37510501,9000000.0,100.0,3.446
250106,101132,-3.598479517,40.37510501,9000000.0,100.0,3.391
250108,101148,-3.524021589,40.40916947,9000000.0,100.0,6.074
250108,250107,-3.524021589,40.40916947,9000000.0,100.0,4.712
250108,101092,-3.524021589,40.40916947,9000000.0,100.0,1.596
101148,250108,-3.517415648,40.44861319,9000000.0,100.0,6.074
101148,168001,-3.517415648,40.44861319,9000000.0,100.0,8.855
101148,101145,-3.517415648,40.44861319,9000000.0,100.0,6.4719999999999995
101148,168002,-3.517415648,40.44861319,9000000.0,100.0,44.77
250107,250106,-3.573200458,40.40117818,9000000.0,100.0,3.793
250107,250108,-3.573200458,40.40117818,9000000.0,100.0,4.712
250107,101090,-3.573200458,40.40117818,9000000.0,100.0,4.305
250107,101092,-3.573200458,40.40117818,9000000.0,100.0,3.957
101090,250107,-3.6207797999999993,40.413161,9000000.0,100.0,4.305
101090,101145,-3.6207797999999993,40.413161,9000000.0,100.0,4.791
101090,101142,-3.6207797999999993,40.413161,9000000.0,100.0,2.47
101090,101088,-3.6207797999999993,40.413161,9000000.0,100.0,3.274
101142,101107,-3.6301557,40.3921386,9000000.0,100.0,3.063
101142,250106,-3.6301557,40.3921386,9000000.0,100.0,3.446
101142,101090,-3.6301557,40.3921386,9000000.0,100.0,2.47
101142,101089,-3.6301557,40.3921386,9000000.0,100.0,3.432
250104,101136,-3.661855486,40.04246249,9000000.0,100.0,6.379
250104,101112,-3.661855486,40.04246249,9000000.0,100.0,7.487
250104,101147,-3.661855486,40.04246249,9000000.0,100.0,28.757000000000005
250103,190429,-6.3693975,39.8018845,9000000.0,100.0,8.04
250103,190419,-6.3693975,39.8018845,9000000.0,100.0,33.876999999999995
250103,250079,-6.3693975,39.8018845,9000000.0,100.0,160.68599999999998
190429,250103,-6.432685301,39.7604987,9000000.0,100.0,8.04
250102,101392,-6.351016801,39.390819,9000000.0,100.0,54.399
250102,190419,-6.351016801,39.390819,9000000.0,100.0,18.982999999999997
250102,101417,-6.351016801,39.390819,9000000.0,100.0,10.459
190419,250103,-6.4273445,39.5223271,9000000.0,100.0,33.876999999999995
190419,250102,-6.4273445,39.5223271,9000000.0,100.0,18.982999999999997
190419,101417,-6.4273445,39.5223271,9000000.0,100.0,7.2010000000000005
250099,101711,-4.476243199,37.28614870000001,9000000.0,100.0,28.786
250096,101648,-3.6917363,36.7684976,9000000.0,100.0,14.091
250096,250095,-3.6917363,36.7684976,9000000.0,100.0,4.328
250096,101774,-3.6917363,36.7684976,9000000.0,100.0,73.887
101648,250096,-3.5636333,36.7447902,9000000.0,100.0,14.091
101648,101713,-3.5636333,36.7447902,9000000.0,100.0,64.999
101648,101642,-3.5636333,36.7447902,9000000.0,100.0,119.919
250095,250096,-3.644200722,36.76890914,9000000.0,100.0,4.328
101650,250093,-1.8946859,37.2581791,9000000.0,100.0,33.909
101650,101655,-1.8946859,37.2581791,9000000.0,100.0,46.19
101650,101651,-1.8946859,37.2581791,9000000.0,100.0,19.26
250093,101650,-1.6242713,37.4337317,9000000.0,100.0,33.909
250093,101798,-1.6242713,37.4337317,9000000.0,100.0,7.645
250093,101653,-1.6242713,37.4337317,9000000.0,100.0,3.241
250093,250091,-1.6242713,37.4337317,9000000.0,100.0,69.322
101798,250093,-1.626111499,37.4984474,9000000.0,100.0,7.645
101653,250093,-1.599730101,37.4133695,9000000.0,100.0,3.241
250091,250093,-1.013654007,37.67621617,9000000.0,100.0,69.322
250091,101572,-1.013654007,37.67621617,9000000.0,100.0,10.888
250091,101804,-1.013654007,37.67621617,9000000.0,100.0,8.602
250091,101819,-1.013654007,37.67621617,9000000.0,100.0,35.024
101572,250091,-0.9002133990000001,37.6604366,9000000.0,100.0,10.888
101572,101804,-0.9002133990000001,37.6604366,9000000.0,100.0,5.7620000000000005
101572,101570,-0.9002133990000001,37.6604366,9000000.0,100.0,76.86899999999999
101804,250091,-0.942842299,37.6265033,9000000.0,100.0,8.602
101804,101572,-0.942842299,37.6265033,9000000.0,100.0,5.7620000000000005
101804,101808,-0.942842299,37.6265033,9000000.0,100.0,2.899
101804,101807,-0.942842299,37.6265033,9000000.0,100.0,3.15
250090,101442,1.946798333,41.47043887,9000000.0,100.0,5.754
250090,101457,1.946798333,41.47043887,9000000.0,100.0,7.062
250090,101486,1.946798333,41.47043887,9000000.0,100.0,45.19200000000001
101442,250090,1.996740475,41.44720538,9000000.0,100.0,5.754
